Campaign,Date,City/Location,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Heritage Exclusive Sale,9/8/2023,Varanasi,Twitter,Laptop,Fresh Deals,5046,1.4%,69,23,1574,0,0,151,37,20
Heritage Exclusive Sale,9/9/2023,Varanasi,Twitter,Laptop,Fresh Deals,3175,1.5%,48,31,1489,17,38336,154,67,40
Heritage Exclusive Sale,9/10/2023,Varanasi,Twitter,Laptop,Fresh Deals,4728,1.4%,66,27,1759,3,10364,155,47,16
Heritage Exclusive Sale,9/11/2023,Varanasi,Twitter,Laptop,Fresh Deals,5885,0.9%,51,53,2679,10,23042,170,37,9
Heritage Exclusive Sale,9/12/2023,Varanasi,Twitter,Laptop,Fresh Deals,4162,1.4%,59,30,1768,7,5333,162,43,27
Heritage Exclusive Sale,9/13/2023,Varanasi,Twitter,Laptop,Fresh Deals,5886,1.1%,65,30,1956,0,0,187,37,13
Heritage Exclusive Sale,9/14/2023,Varanasi,Twitter,Laptop,Fresh Deals,4037,1.4%,58,22,1260,21,51115,136,50,18
Heritage Exclusive Sale,9/15/2023,Varanasi,Twitter,Laptop,Fresh Deals,7069,1.6%,111,54,6018,14,26966,115,67,18
Heritage Exclusive Sale,9/16/2023,Varanasi,Twitter,Laptop,Fresh Deals,4160,1.1%,47,67,3165,0,0,146,60,31
Heritage Exclusive Sale,9/17/2023,Varanasi,Twitter,Laptop,Fresh Deals,6355,1.3%,82,46,3714,14,13785,170,84,20
Heritage Exclusive Sale,9/18/2023,Varanasi,Twitter,Laptop,Fresh Deals,6414,0.9%,60,60,3620,21,30186,155,60,29
Heritage Exclusive Sale,9/19/2023,Varanasi,Twitter,Laptop,Fresh Deals,5204,1.4%,74,37,2738,17,29180,176,60,25
Heritage Exclusive Sale,9/20/2023,Varanasi,Twitter,Laptop,Fresh Deals,4508,1.2%,53,36,1891,17,34211,148,33,11
Heritage Exclusive Sale,9/21/2023,Varanasi,Twitter,Laptop,Fresh Deals,3323,0.9%,30,21,624,21,28073,149,50,20
Heritage Exclusive Sale,9/22/2023,Varanasi,Twitter,Laptop,Fresh Deals,4463,1.1%,50,72,3579,10,15194,109,60,20
Heritage Exclusive Sale,9/23/2023,Varanasi,Twitter,Laptop,Fresh Deals,4651,1.4%,67,41,2774,14,11269,102,37,18
Spice Bazaar ,9/24/2023,Varanasi,Twitter,Laptop,Fresh Deals,8958,1.1%,102,52,5293,7,16703,130,47,27
Spice Bazaar ,9/25/2023,Varanasi,Twitter,Laptop,Fresh Deals,11189,1.8%,204,18,3589,14,22640,128,64,9
Spice Bazaar ,9/26/2023,Varanasi,Twitter,Laptop,Fresh Deals,11418,1.6%,186,40,7502,7,21432,159,64,22
Spice Bazaar ,9/27/2023,Varanasi,Twitter,Laptop,Fresh Deals,8007,1.3%,106,42,4402,14,27167,136,60,16
Spice Bazaar ,9/28/2023,Varanasi,Twitter,Laptop,Fresh Deals,8747,1.7%,148,23,3367,24,52524,165,43,9
Spice Bazaar ,9/29/2023,Varanasi,Twitter,Laptop,Fresh Deals,9343,1.7%,154,57,8844,10,27972,143,54,40
Spice Bazaar ,9/30/2023,Varanasi,Twitter,Laptop,Fresh Deals,9468,1.7%,165,50,8253,7,20124,149,70,11
Spice Bazaar ,10/1/2023,Varanasi,Twitter,Laptop,Fresh Deals,9117,1.0%,96,71,6750,7,23646,159,54,13
Spice Bazaar ,10/2/2023,Varanasi,Twitter,Laptop,Fresh Deals,7285,1.3%,96,38,3692,17,20728,139,54,20
Spice Bazaar ,10/3/2023,Varanasi,Twitter,Laptop,Fresh Deals,7037,1.3%,95,22,2125,28,30186,148,57,11
Spice Bazaar ,10/4/2023,Varanasi,Twitter,Laptop,Fresh Deals,7641,1.8%,140,64,9048,21,43166,120,47,7
Spice Bazaar ,10/5/2023,Varanasi,Twitter,Laptop,Fresh Deals,8780,1.0%,89,26,2312,7,17810,112,60,7
Spice Bazaar ,10/6/2023,Varanasi,Twitter,Laptop,Fresh Deals,10811,1.7%,183,37,6718,10,13282,139,70,25
Spice Bazaar ,10/7/2023,Varanasi,Twitter,Laptop,Fresh Deals,10971,1.2%,129,34,4309,14,26765,124,67,16
Spice Bazaar ,10/8/2023,Varanasi,Twitter,Laptop,Fresh Deals,8314,1.5%,121,69,8309,17,31192,123,70,27
Spice Bazaar ,10/9/2023,Varanasi,Twitter,Laptop,Fresh Deals,10834,1.4%,148,47,6999,14,23746,142,30,31
Spice Bazaar ,10/10/2023,Varanasi,Twitter,Laptop,Fresh Deals,8225,1.9%,152,38,5745,14,23545,168,40,27
Spice Bazaar ,10/11/2023,Varanasi,Twitter,Laptop,Fresh Deals,7848,1.5%,116,68,7901,7,8351,139,64,20
Spice Bazaar ,10/12/2023,Varanasi,Twitter,Laptop,Fresh Deals,7108,1.2%,82,26,2119,7,11571,117,43,25
Spice Bazaar ,10/13/2023,Varanasi,Twitter,Laptop,Fresh Deals,9472,1.5%,140,45,6251,7,25658,137,90,20
Spice Bazaar ,10/14/2023,Varanasi,Twitter,Laptop,Fresh Deals,8192,1.5%,120,34,4109,17,37934,133,77,29
Spice Bazaar ,10/15/2023,Varanasi,Twitter,Laptop,Fresh Deals,10490,1.6%,163,46,7481,17,28878,179,74,29
Spice Bazaar ,10/16/2023,Varanasi,Twitter,Laptop,Fresh Deals,6490,1.4%,92,42,3895,7,21432,148,54,16
Spice Bazaar ,10/17/2023,Varanasi,Twitter,Laptop,Fresh Deals,7348,1.5%,109,27,2973,17,32098,106,50,22
Spice Bazaar ,10/18/2023,Varanasi,Twitter,Laptop,Fresh Deals,9953,1.1%,111,55,6041,24,43468,146,47,18
Spice Bazaar ,10/19/2023,Varanasi,Twitter,Laptop,Fresh Deals,7559,1.5%,110,34,3760,24,54737,139,40,20
Spice Bazaar ,10/20/2023,Varanasi,Twitter,Laptop,Fresh Deals,8732,1.4%,125,69,8620,7,23243,155,47,38
Spice Bazaar ,10/21/2023,Varanasi,Twitter,Laptop,Fresh Deals,7074,1.1%,80,16,1306,21,36726,170,74,25
Spice Bazaar ,10/22/2023,Varanasi,Twitter,Laptop,Fresh Deals,10149,1.0%,99,54,5310,21,24451,162,50,16
Spice Bazaar ,10/23/2023,Varanasi,Twitter,Laptop,Fresh Deals,6353,1.0%,67,44,2948,17,35418,130,54,18
Spice Bazaar ,10/24/2023,Varanasi,Twitter,Laptop,Fresh Deals,10219,1.7%,175,35,6158,21,50109,155,67,16
Spice Bazaar ,10/25/2023,Varanasi,Twitter,Laptop,Fresh Deals,11648,1.2%,144,28,3974,7,17105,164,70,25
Spice Bazaar ,10/26/2023,Varanasi,Twitter,Laptop,Fresh Deals,8617,1.4%,117,45,5289,10,30991,170,67,18
Spice Bazaar ,10/27/2023,Varanasi,Twitter,Laptop,Fresh Deals,7271,1.1%,82,45,3692,17,31897,159,43,11
Spice Bazaar ,10/28/2023,Varanasi,Twitter,Laptop,Fresh Deals,11052,1.2%,132,48,6369,7,20124,176,54,25
Spice Bazaar ,10/29/2023,Varanasi,Twitter,Laptop,Fresh Deals,10804,1.5%,165,68,11239,10,34513,133,70,27
Spice Bazaar ,10/30/2023,Varanasi,Twitter,Laptop,Fresh Deals,11677,1.5%,177,36,6400,21,52222,112,43,9
Spice Bazaar ,10/31/2023,Varanasi,Twitter,Laptop,Fresh Deals,9861,1.9%,186,33,6116,7,19621,111,23,22
Spice Bazaar ,11/1/2023,Varanasi,Twitter,Laptop,Fresh Deals,8673,1.3%,117,46,5350,14,26664,154,50,22
Spice Bazaar ,11/2/2023,Varanasi,Twitter,Laptop,Fresh Deals,6531,1.6%,106,23,2404,24,63290,148,80,22
Spice Bazaar ,11/3/2023,Varanasi,Twitter,Laptop,Fresh Deals,10330,1.5%,157,19,3009,28,63491,103,74,18
Spice Bazaar ,11/4/2023,Varanasi,Twitter,Laptop,Fresh Deals,7541,1.3%,101,57,5774,17,33205,121,50,33
Spice Bazaar ,11/5/2023,Varanasi,Twitter,Laptop,Fresh Deals,9790,1.5%,143,37,5240,28,71742,170,64,22
Spice Bazaar ,11/6/2023,Varanasi,Twitter,Laptop,Fresh Deals,9964,1.3%,125,68,8527,10,28375,170,67,13
Spice Bazaar ,11/7/2023,Varanasi,Twitter,Laptop,Fresh Deals,6312,1.6%,100,20,1946,28,61579,139,64,18
Spice Bazaar ,11/8/2023,Varanasi,Twitter,Laptop,Fresh Deals,10641,1.7%,176,40,7040,14,18615,158,43,20
Spice Bazaar ,11/9/2023,Varanasi,Twitter,Laptop,Fresh Deals,9283,1.2%,112,20,2264,7,25658,111,60,33
Spice Bazaar ,11/10/2023,Varanasi,Twitter,Laptop,Fresh Deals,9916,1.5%,148,41,6069,24,63894,121,23,31
Spice Bazaar ,11/11/2023,Varanasi,Twitter,Laptop,Fresh Deals,9931,1.5%,147,17,2487,14,28274,133,23,29
Spice Bazaar ,11/12/2023,Varanasi,Twitter,Laptop,Fresh Deals,5728,1.5%,88,25,2195,28,62183,151,30,38
Spice Bazaar ,11/13/2023,Varanasi,Twitter,Laptop,Fresh Deals,6053,1.4%,84,53,4463,14,29079,114,77,22
Spice Bazaar ,11/14/2023,Varanasi,Twitter,Laptop,Fresh Deals,11722,1.0%,120,24,2890,7,14087,127,74,25
Spice Bazaar ,11/15/2023,Varanasi,Twitter,Laptop,Fresh Deals,9653,1.7%,164,26,4224,21,47895,114,33,18
Spice Bazaar ,11/16/2023,Varanasi,Twitter,Laptop,Fresh Deals,9239,1.3%,120,32,3855,24,31393,142,74,13
Spice Bazaar ,11/17/2023,Varanasi,Twitter,Laptop,Fresh Deals,8014,1.2%,95,58,5497,24,30689,167,30,22
Spice Bazaar ,11/18/2023,Varanasi,Twitter,Laptop,Fresh Deals,7356,1.4%,100,61,6074,24,41858,156,33,13
Spice Bazaar ,11/19/2023,Varanasi,Twitter,Laptop,Fresh Deals,11159,1.3%,142,37,5260,10,28475,123,47,9
Spice Bazaar ,11/20/2023,Varanasi,Twitter,Laptop,Fresh Deals,10678,1.4%,145,29,4243,7,23646,111,50,29
Spice Bazaar ,11/21/2023,Varanasi,Twitter,Laptop,Fresh Deals,6716,1.4%,92,33,3052,10,11974,146,60,33
Spice Bazaar ,11/22/2023,Varanasi,Twitter,Laptop,Fresh Deals,8943,1.8%,163,41,6747,7,10968,173,64,22
Spice Bazaar ,11/23/2023,Varanasi,Twitter,Laptop,Fresh Deals,8077,1.5%,119,62,7369,21,44575,121,74,16
Spice Bazaar ,11/24/2023,Varanasi,Twitter,Laptop,Fresh Deals,5809,1.0%,55,55,3052,28,32702,106,67,36
Spice Bazaar ,11/25/2023,Varanasi,Twitter,Laptop,Fresh Deals,10545,1.4%,147,21,3061,7,7345,117,30,11
Spice Bazaar ,11/26/2023,Varanasi,Twitter,Laptop,Fresh Deals,9424,1.3%,121,16,1967,21,39644,137,80,25
Spice Bazaar ,11/27/2023,Varanasi,Twitter,Laptop,Fresh Deals,10393,1.2%,121,50,6000,14,28375,136,84,16
Spice Bazaar ,11/28/2023,Varanasi,Twitter,Laptop,Fresh Deals,9143,1.2%,111,43,4712,7,23243,131,67,22
Spice Bazaar ,11/29/2023,Varanasi,Twitter,Laptop,Fresh Deals,10305,1.5%,156,53,8293,10,17508,114,27,16
Spice Bazaar ,11/30/2023,Varanasi,Twitter,Laptop,Fresh Deals,9535,1.3%,124,72,8841,17,32702,156,27,22
Spice Bazaar ,12/1/2023,Varanasi,Twitter,Laptop,Fresh Deals,8514,1.5%,126,29,3691,7,22539,154,33,29
Spice Bazaar ,12/2/2023,Varanasi,Twitter,Laptop,Fresh Deals,11440,1.7%,192,39,7432,10,16602,112,27,11
Spice Bazaar ,12/3/2023,Varanasi,Twitter,Laptop,Fresh Deals,7937,1.4%,110,48,5209,7,23143,139,30,11
Spice Bazaar ,12/4/2023,Varanasi,Twitter,Laptop,Fresh Deals,9561,1.6%,153,25,3842,28,55442,171,37,31
Spice Bazaar ,12/5/2023,Varanasi,Twitter,Laptop,Fresh Deals,7885,1.4%,110,29,3147,14,34110,125,64,27
Spice Bazaar ,12/6/2023,Varanasi,Twitter,Laptop,Fresh Deals,11126,1.4%,152,58,8874,17,29381,151,43,29
Spice Bazaar ,12/7/2023,Varanasi,Twitter,Laptop,Fresh Deals,10478,1.7%,173,29,5016,7,17105,114,67,18
Spice Bazaar ,12/8/2023,Varanasi,Twitter,Laptop,Fresh Deals,11770,1.3%,154,17,2604,7,20526,134,74,16
Spice Bazaar ,12/9/2023,Varanasi,Twitter,Laptop,Fresh Deals,10175,1.8%,181,43,7705,21,43971,164,74,18
Spice Bazaar ,12/10/2023,Varanasi,Twitter,Laptop,Fresh Deals,11870,1.0%,117,68,8005,21,34110,134,67,20
Spice Bazaar ,12/11/2023,Varanasi,Twitter,Laptop,Fresh Deals,10926,1.2%,129,54,6947,14,31092,111,23,9
Spice Bazaar ,12/12/2023,Varanasi,Twitter,Laptop,Fresh Deals,8066,1.1%,88,51,4473,14,41355,164,70,25
Spice Bazaar ,12/13/2023,Varanasi,Twitter,Laptop,Fresh Deals,6978,0.9%,63,24,1493,7,19218,136,84,36
Spice Bazaar ,12/14/2023,Varanasi,Twitter,Laptop,Fresh Deals,9357,2.0%,186,44,8224,10,21835,171,50,18
Spice Bazaar ,12/15/2023,Varanasi,Twitter,Laptop,Fresh Deals,12021,0.9%,107,32,3370,21,31695,159,57,16
Spice Bazaar ,12/16/2023,Varanasi,Twitter,Laptop,Fresh Deals,8799,1.0%,92,41,3813,24,32299,140,47,25
Spice Bazaar ,12/17/2023,Varanasi,Twitter,Laptop,Fresh Deals,11585,1.2%,136,40,5478,17,29884,139,77,16
Spice Bazaar ,12/18/2023,Varanasi,Twitter,Laptop,Fresh Deals,7559,1.1%,81,56,4541,14,27469,148,47,31
Spice Bazaar ,12/19/2023,Varanasi,Twitter,Laptop,Fresh Deals,10260,1.6%,168,48,7997,17,30689,114,37,33
Spice Bazaar ,12/20/2023,Varanasi,Twitter,Laptop,Fresh Deals,9291,1.3%,125,69,8618,21,31192,170,77,16
Spice Bazaar ,12/21/2023,Varanasi,Twitter,Laptop,Fresh Deals,7541,1.1%,85,34,2837,7,11068,164,37,11
Spice Bazaar ,12/22/2023,Varanasi,Twitter,Laptop,Fresh Deals,6627,1.3%,87,34,3017,14,20728,182,40,7
Spice Bazaar ,12/23/2023,Varanasi,Twitter,Laptop,Fresh Deals,11477,1.3%,147,59,8625,7,14791,143,43,18
Festival Delight,3/24/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7262,1.2%,85,39,3323,21,32601,118,20,13
Festival Delight,3/25/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4587,1.1%,51,12,620,17,37229,90,3,13
Festival Delight,3/26/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7250,1.7%,120,32,3783,17,15596,148,3,7
Festival Delight,3/27/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6316,1.3%,83,36,3010,3,4226,148,0,20
Festival Delight,3/28/2023,Hyderabad,Twitter,Laptop,Fresh Deals,3478,1.7%,61,19,1161,3,6440,106,20,20
Festival Delight,3/29/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5362,1.1%,60,18,1097,3,6842,139,47,16
Festival Delight,3/30/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7087,1.1%,81,26,2090,7,8050,128,23,4
Festival Delight,3/31/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7020,1.2%,82,55,4551,3,5534,121,33,7
Festival Delight,4/1/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4467,1.2%,52,56,2913,10,10867,94,23,16
Festival Delight,4/2/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4540,1.4%,66,61,4030,14,22539,83,17,4
Festival Delight,4/3/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4160,1.6%,68,65,4386,28,24954,74,43,2
Festival Delight,4/4/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5770,1.2%,71,24,1691,24,54234,80,40,2
Festival Delight,4/5/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7871,1.1%,85,40,3448,24,50008,112,10,2
Festival Delight,4/6/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5899,1.2%,71,25,1769,28,44273,84,13,13
Festival Delight,4/7/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6373,1.3%,83,20,1665,14,27771,77,47,22
Festival Delight,4/8/2023,Hyderabad,Twitter,Laptop,Fresh Deals,8400,0.8%,68,34,2337,14,16904,89,30,2
Festival Delight,4/9/2023,Hyderabad,Twitter,Laptop,Fresh Deals,3593,1.6%,56,59,3297,21,44072,84,37,18
Festival Delight,4/10/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7721,1.5%,113,67,7561,28,37833,106,40,18
Festival Delight,4/11/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6616,1.3%,85,15,1243,24,44373,140,10,11
Festival Delight,4/12/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4266,1.0%,44,64,2814,7,13081,83,37,22
Festival Delight,4/13/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5456,1.1%,61,53,3229,10,19319,90,27,2
Festival Delight,4/14/2023,Hyderabad,Twitter,Laptop,Fresh Deals,3999,0.9%,37,46,1710,14,13282,96,0,22
Festival Delight,4/15/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5198,1.2%,64,35,2232,24,28878,83,33,13
Festival Delight,4/16/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5327,1.4%,74,65,4833,10,18715,106,50,16
Festival Delight,4/17/2023,Hyderabad,Twitter,Laptop,Fresh Deals,3995,1.4%,58,62,3565,14,14489,134,30,22
Festival Delight,4/18/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4649,1.7%,79,60,4730,21,39242,78,40,13
Festival Delight,4/19/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5936,1.5%,89,26,2278,10,17810,78,3,18
Festival Delight,4/20/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6424,1.3%,85,14,1186,17,29180,128,50,7
Festival Delight,4/21/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7675,1.2%,96,41,3921,3,8050,112,50,20
Festival Delight,4/22/2023,Hyderabad,Twitter,Laptop,Fresh Deals,3636,1.0%,36,32,1133,14,16099,124,37,9
Festival Delight,4/23/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7282,1.3%,95,58,5516,7,10867,109,10,16
Festival Delight,4/24/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4809,0.8%,37,61,2274,24,25356,124,13,13
Festival Delight,4/25/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5078,0.9%,48,41,1967,21,36223,74,43,16
Festival Delight,4/26/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4063,1.4%,58,63,3638,24,28174,106,20,18
Festival Delight,4/27/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7300,0.7%,50,26,1289,10,17508,92,0,0
Festival Delight,4/28/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4205,1.6%,68,50,3383,3,6641,130,0,16
Festival Delight,4/29/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4709,1.5%,69,49,3419,10,24149,117,23,0
Festival Delight,4/30/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7684,1.4%,107,58,6204,3,5433,148,17,16
Festival Delight,5/1/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7750,1.4%,110,34,3756,24,33808,84,17,0
Festival Delight,5/2/2023,Hyderabad,Twitter,Laptop,Fresh Deals,8185,0.9%,74,13,983,21,30186,120,17,20
Festival Delight,5/3/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5429,1.3%,72,65,4687,14,28979,115,13,4
Festival Delight,5/4/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6424,1.0%,67,26,1775,3,7848,83,50,2
Festival Delight,5/5/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5385,1.1%,58,45,2576,21,45279,128,17,7
Festival Delight,5/6/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5628,1.4%,76,63,4846,14,29784,134,43,18
Festival Delight,5/7/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6976,1.3%,91,32,2909,7,11068,128,3,18
Festival Delight,5/8/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6454,1.0%,66,23,1505,3,5635,128,10,0
Festival Delight,5/9/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4071,1.2%,47,38,1797,7,10062,133,30,13
Festival Delight,5/10/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7212,1.7%,125,25,3080,3,3119,99,0,4
Festival Delight,5/11/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6833,1.0%,68,33,2244,17,20124,100,40,11
Festival Delight,5/12/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4766,0.8%,36,30,1079,28,24954,74,20,20
Festival Delight,5/13/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6846,1.7%,115,48,5568,14,29784,139,3,0
Festival Delight,5/14/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4719,1.4%,64,63,4042,10,16602,94,50,0
Festival Delight,5/15/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7356,1.1%,84,45,3790,3,8050,120,20,22
Festival Delight,5/16/2023,Hyderabad,Twitter,Laptop,Fresh Deals,3835,1.4%,53,51,2731,21,27771,84,37,20
Festival Delight,5/17/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7004,1.2%,82,57,4674,17,25658,80,33,4
Festival Delight,5/18/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7980,1.3%,101,35,3563,28,54737,134,0,0
Festival Delight,5/19/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4896,1.4%,68,17,1123,14,13684,92,20,13
Festival Delight,5/20/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7834,1.2%,94,58,5460,14,24954,131,0,20
Festival Delight,5/21/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7583,1.4%,108,63,6826,24,29582,74,40,4
Festival Delight,5/22/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4196,1.3%,54,60,3272,7,8653,89,7,20
Festival Delight,5/23/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5839,1.3%,75,16,1170,28,31393,96,50,0
Festival Delight,5/24/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5252,1.5%,78,57,4452,10,13886,99,33,22
Festival Delight,5/25/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7083,0.9%,65,48,3114,3,3824,143,0,22
Festival Delight,5/26/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5268,1.3%,66,21,1402,10,14489,93,17,2
Festival Delight,5/27/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6085,1.7%,102,57,5847,3,4327,121,10,22
Festival Delight,5/28/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6540,1.0%,67,54,3595,7,11873,99,13,22
Festival Delight,5/29/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7419,1.5%,112,12,1381,7,15294,84,3,16
Festival Delight,5/30/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6263,0.8%,47,48,2270,21,44072,102,27,20
Festival Delight,5/31/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4005,1.2%,48,43,2043,28,61177,120,13,18
Festival Delight,6/1/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6852,1.1%,79,41,3223,24,42260,127,13,16
Festival Delight,6/2/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7116,1.5%,107,44,4739,14,23746,114,47,4
Festival Delight,6/3/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7831,1.3%,102,36,3732,21,29582,139,20,20
Festival Delight,6/4/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5921,1.2%,71,20,1383,17,24149,75,20,2
Festival Delight,6/5/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4148,1.2%,48,46,2191,7,10263,139,30,18
Festival Delight,6/6/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5614,0.9%,49,55,2704,21,46486,145,30,18
Festival Delight,6/7/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6245,0.9%,55,30,1679,10,17206,146,33,22
Festival Delight,6/8/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6775,1.2%,79,19,1508,24,51417,117,17,13
Festival Delight,6/9/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7914,1.6%,126,42,5328,21,45883,83,20,4
Festival Delight,6/10/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4675,1.4%,67,39,2612,10,12678,130,37,20
Festival Delight,6/11/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7694,1.7%,127,56,7077,24,55643,118,0,2
Festival Delight,6/12/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5890,0.8%,44,51,2279,14,26966,146,30,7
Festival Delight,6/13/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4803,1.5%,70,52,3640,7,8251,112,47,7
Festival Delight,6/14/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5167,1.5%,80,53,4226,3,3421,78,33,11
Festival Delight,6/15/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5913,1.2%,71,60,4256,17,27671,148,7,11
Festival Delight,6/16/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4375,0.9%,40,26,1053,24,23243,75,50,20
Festival Delight,6/17/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4526,0.6%,28,24,686,10,20526,77,43,11
Festival Delight,6/18/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4994,1.0%,49,35,1694,17,24652,139,13,16
Festival Delight,6/19/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4461,1.0%,45,35,1586,21,26564,106,0,7
Festival Delight,6/20/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5338,0.9%,47,30,1404,17,21130,99,23,2
Festival Delight,6/21/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6896,1.2%,82,18,1488,24,54939,81,23,0
Festival Delight,6/22/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7382,1.0%,73,12,901,3,3421,140,40,0
Festival Delight,6/23/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7949,1.1%,86,32,2752,28,33808,137,47,4
Heritage Exclusive Sale,6/24/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6204,1.0%,62,57,3530,0,0,103,13,18
Heritage Exclusive Sale,6/25/2023,Hyderabad,Twitter,Laptop,Fresh Deals,3501,0.8%,29,58,1651,17,17105,94,43,4
Heritage Exclusive Sale,6/26/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4767,1.0%,49,52,2525,0,0,134,47,13
Heritage Exclusive Sale,6/27/2023,Hyderabad,Twitter,Laptop,Fresh Deals,3980,1.1%,45,39,1759,17,17810,117,47,31
Heritage Exclusive Sale,6/28/2023,Hyderabad,Twitter,Laptop,Fresh Deals,5782,1.0%,59,62,3698,21,42864,152,13,16
Heritage Exclusive Sale,6/29/2023,Hyderabad,Twitter,Laptop,Fresh Deals,3078,1.0%,30,24,704,14,29884,121,50,13
Heritage Exclusive Sale,6/30/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7047,1.5%,103,20,2087,14,16804,115,13,22
Heritage Exclusive Sale,7/1/2023,Hyderabad,Twitter,Laptop,Fresh Deals,4663,1.2%,58,60,3479,17,12477,158,33,20
Heritage Exclusive Sale,7/2/2023,Hyderabad,Twitter,Laptop,Fresh Deals,6701,0.9%,60,43,2612,21,24652,140,27,11
Heritage Exclusive Sale,7/3/2023,Hyderabad,Twitter,Laptop,Fresh Deals,7014,1.0%,73,28,2010,0,0,165,37,16
